"assignment_id","id","created_by","updated_by","start_date","end_date"
"410","2","73","73","2020-4-13 16:51:04","2020-4-13 17:51:16"
"478","8","73","73","2019-5-2 08:30:00","2019-5-2 09:30:00"
"484","3","73","73","2019-5-2 08:00:00","2019-5-2 09:00:00"
"485","9","73","73","2019-5-2 10:00:00","2019-5-2 11:00:00"
"488","9","73","73","2019-5-2 19:00:00","2019-5-2 20:00:00"
"489","2","73","73","2019-5-2 20:00:00","2019-5-2 21:00:00"
"491","3","73","73","2019-5-13 09:30:00","2019-5-13 10:30:00"
"495","9","73","73","2019-5-3 17:00:00","2019-5-3 18:00:00"
"496","10","73","73","2019-5-4 12:30:00","2019-5-4 13:30:00"
"497","9","73","73","2019-5-5 08:00:00","2019-5-5 09:00:00"
"498","9","73","73","2019-5-6 10:00:00","2019-5-6 11:00:00"
"499","8","73","73","2019-5-6 11:00:00","2019-5-6 12:00:00"
"500","9","73","73","2019-5-7 14:00:00","2019-5-7 15:00:00"
"501","2","73","73","2019-5-6 14:00:00","2019-5-6 15:00:00"
"502","9","73","73","2019-5-6 17:00:00","2019-5-6 18:00:00"
"503","8","73","73","2019-5-17 13:30:00","2019-5-17 14:30:00"
"504","2","73","73","2019-5-6 14:30:00","2019-5-6 15:30:00"
"505","9","73","73","2019-5-6 14:00:00","2019-5-6 15:00:00"
"506","2","73","73","2019-5-6 14:00:00","2019-5-6 15:00:00"
"507","9","73","73","2019-5-6 18:00:00","2019-5-6 19:00:00"
"508","9","73","73","2019-5-7 17:00:00","2019-5-7 18:00:00"
"509","3","73","73","2019-5-6 19:00:00","2019-5-6 20:00:00"
"510","2","73","73","2019-5-7 08:00:00","2019-5-7 09:00:00"
"511","2","73","73","2019-5-7 10:00:00","2019-5-7 11:00:00"
"512","2","73","73","2019-5-7 16:30:00","2019-5-7 17:30:00"
"513","9","73","73","2019-5-7 11:00:00","2019-5-7 12:00:00"
"514","3","73","73","2019-5-7 14:00:00","2019-5-7 15:00:00"
"515","2","73","73","2019-5-7 17:00:00","2019-5-7 18:00:00"
"516","8","73","73","2019-5-7 17:00:00","2019-5-7 18:00:00"
"517","2","73","73","2019-5-7 14:15:00","2019-5-7 15:15:00"
"518","10","73","73","2019-5-8 08:00:00","2019-5-8 09:00:00"
"519","9","73","73","2019-5-7 18:00:00","2019-5-7 19:00:00"
"520","10","73","73","2019-5-7 19:00:00","2019-5-7 20:00:00"
"521","8","73","73","2019-5-8 16:31:00","2019-5-8 17:31:00"
"522","10","73","73","2019-5-8 11:30:00","2019-5-8 12:30:00"
"524","10","73","73","2019-5-8 15:00:00","2019-5-8 16:00:00"
"525","8","73","73","2019-5-8 15:00:00","2019-5-8 16:00:00"
"526","3","73","73","2019-5-9 14:00:00","2019-5-9 15:00:00"
"527","10","73","73","2019-5-8 17:30:00","2019-5-8 18:30:00"
"528","3","73","73","2019-5-8 17:00:00","2019-5-8 18:00:00"
"529","8","73","73","2019-5-9 10:00:00","2019-5-9 11:00:00"
"530","10","73","73","2019-5-9 08:30:00","2019-5-9 09:30:00"
"532","10","73","73","2019-5-13 09:30:00","2019-5-13 10:30:00"
"533","10","73","73","2019-5-10 16:15:00","2019-5-10 17:15:00"
"534","10","73","73","2019-5-9 17:00:00","2019-5-9 18:00:00"
"535","9","73","73","2019-5-10 11:30:00","2019-5-10 12:30:00"
"537","10","73","73","2019-5-10 14:00:00","2019-5-10 15:00:00"
"538","9","73","73","2019-5-11 10:00:00","2019-5-11 11:00:00"
"539","9","73","73","2019-5-10 17:00:00","2019-5-10 18:00:00"
"540","10","73","73","2019-5-11 15:00:00","2019-5-11 15:30:00"
"541","10","73","73","2019-5-11 17:00:00","2019-5-11 17:30:00"
"544","3","73","73","2019-5-13 10:30:00","2019-5-13 11:30:00"
"546","9","73","73","2019-5-13 14:00:00","2019-5-13 15:00:00"
"547","10","73","73","2019-5-13 14:00:00","2019-5-13 15:00:00"
"548","10","73","73","2019-5-13 17:30:00","2019-5-13 18:30:00"
"549","10","73","73","2019-5-14 10:00:00","2019-5-14 11:00:00"
"550","8","73","73","2019-5-15 09:00:00","2019-5-15 09:30:00"
"551","9","73","73","2019-5-13 18:30:00","2019-5-13 19:30:00"
"552","3","73","73","2019-5-14 08:00:00","2019-5-14 09:00:00"
"553","10","73","73","2019-5-14 11:00:00","2019-5-14 12:00:00"
"554","10","73","73","2019-5-14 12:00:00","2019-5-14 13:00:00"
"555","8","73","73","2019-5-14 18:00:00","2019-5-14 19:00:00"
"556","10","73","73","2019-5-14 19:00:00","2019-5-14 20:00:00"
"557","8","73","73","2019-5-23 14:00:00","2019-5-23 15:00:00"
"558","10","73","73","2019-5-15 13:00:00","2019-5-15 14:00:00"
"561","3","73","73","2019-5-15 15:00:00","2019-5-15 16:00:00"
"563","3","73","73","2019-5-16 08:00:00","2019-5-16 09:00:00"
"564","10","73","73","2019-5-16 09:00:00","2019-5-16 10:00:00"
"565","10","73","73","2019-5-16 12:30:00","2019-5-16 13:30:00"
"566","10","73","73","2019-5-21 18:00:00","2019-5-21 19:00:00"
"567","3","73","73","2019-5-17 10:30:00","2019-5-17 11:30:00"
"568","10","73","73","2019-5-21 09:00:00","2019-5-21 10:00:00"
"569","3","73","73","2019-5-17 15:00:00","2019-5-17 16:00:00"
"570","10","73","73","2019-5-20 11:45:00","2019-5-20 12:45:00"
"571","10","73","73","2019-5-20 14:00:00","2019-5-20 15:00:00"
"572","8","73","73","2019-5-21 13:00:00","2019-5-21 14:00:00"
"573","10","73","73","2019-5-22 08:00:00","2019-5-22 09:00:00"
"574","9","73","73","2019-5-22 08:00:00","2019-5-22 09:00:00"
"575","9","73","73","2019-5-31 11:00:00","2019-5-31 12:00:00"
"576","10","73","73","2019-5-28 08:00:00","2019-5-28 09:00:00"
"577","2","73","73","2019-10-16 16:00:00","2019-10-16 17:00:00"
"578","10","73","73","2019-5-22 10:00:00","2019-5-22 11:00:00"
"579","10","73","73","2019-5-22 13:00:00","2019-5-22 14:00:00"
"580","10","73","73","2019-5-29 10:00:00","2019-5-29 11:00:00"
"581","10","73","73","2019-5-23 08:00:00","2019-5-23 09:00:00"
"582","10","73","73","2019-5-23 13:00:00","2019-5-23 14:00:00"
"583","10","73","73","2019-5-28 08:00:00","2019-5-28 09:00:00"
"584","10","73","73","2019-5-28 12:00:00","2019-5-28 13:00:00"
"592","9","73","73","2019-5-31 09:00:00","2019-5-31 10:00:00"
"596","9","73","73","2019-5-29 14:30:00","2019-5-29 15:30:00"
"597","3","73","73","2019-5-30 13:30:00","2019-5-30 14:30:00"
"598","10","73","73","2019-6-3 13:00:00","2019-6-3 14:00:00"
"599","2","73","73","2019-5-31 12:30:00","2019-5-31 13:30:00"
"600","9","73","73","2019-5-31 14:00:00","2019-5-31 15:00:00"
"601","9","73","73","2019-6-3 14:00:00","2019-6-3 15:00:00"
"602","8","73","73","2019-6-3 17:00:00","2019-6-3 18:00:00"
"603","8","73","73","2019-6-4 17:30:00","2019-6-4 18:30:00"
"604","2","73","73","2019-6-5 09:00:00","2019-6-5 10:00:00"
"605","10","73","73","2019-6-4 12:30:00","2019-6-4 13:30:00"
"606","10","73","73","2019-6-4 15:00:00","2019-6-4 16:00:00"
"607","2","73","73","2019-6-5 09:00:00","2019-6-5 10:00:00"
"608","10","73","73","2019-6-5 15:00:00","2019-6-5 16:00:00"
"609","8","73","73","2019-6-7 15:00:00","2019-6-7 16:00:00"
"610","8","73","73","2019-6-7 15:00:00","2019-6-7 16:00:00"
"611","8","73","73","2019-6-7 18:30:00","2019-6-7 19:30:00"
"612","10","73","73","2019-6-7 19:30:00","2019-6-7 20:30:00"
"613","3","73","73","2019-6-8 08:00:00","2019-6-8 09:00:00"
"614","10","73","73","2019-6-8 14:30:00","2019-6-8 15:30:00"
"615","10","73","73","2019-6-8 17:00:00","2019-6-8 18:00:00"
"616","10","73","73","2019-6-8 20:00:00","2019-6-8 21:00:00"
"617","10","73","73","2019-6-9 13:00:00","2019-6-9 14:00:00"
"619","10","73","73","2019-6-17 09:30:00","2019-6-17 10:30:00"
"620","8","73","73","2019-6-10 13:00:00","2019-6-10 14:00:00"
"621","9","73","73","2019-6-10 11:00:00","2019-6-10 12:00:00"
"622","10","73","73","2019-6-10 16:00:00","2019-6-10 17:00:00"
"623","3","73","73","2019-6-10 15:30:00","2019-6-10 16:30:00"
"624","9","73","73","2019-6-10 17:00:00","2019-6-10 18:00:00"
"625","8","73","73","2019-6-11 09:00:00","2019-6-11 10:00:00"
"626","3","73","73","2019-6-10 19:00:00","2019-6-10 20:00:00"
"627","10","73","73","2019-6-11 07:30:00","2019-6-11 08:30:00"
"628","3","73","73","2019-6-14 13:30:00","2019-6-14 14:30:00"
"629","9","73","73","2019-7-3 09:00:00","2019-7-3 10:00:00"
"630","8","73","73","2019-6-12 13:30:00","2019-6-12 14:30:00"
"631","3","73","73","2019-6-12 12:00:00","2019-6-12 13:00:00"
"633","10","73","73","2019-6-13 08:00:00","2019-6-13 09:00:00"
"634","3","73","73","2019-6-17 10:00:00","2019-6-17 11:00:00"
"635","8","73","73","2019-6-13 08:00:00","2019-6-13 09:00:00"
"636","10","73","73","2019-6-13 14:45:00","2019-6-13 15:45:00"
"637","10","73","73","2019-7-8 10:30:00","2019-7-8 11:30:00"
"638","10","73","73","2019-6-13 12:30:00","2019-6-13 13:30:00"
"639","3","73","73","2019-6-13 13:00:00","2019-6-13 14:00:00"
"640","3","73","73","2019-6-13 15:00:00","2019-6-13 16:00:00"
"642","10","73","73","2019-6-14 09:00:00","2019-6-14 10:00:00"
"643","10","73","73","2019-6-14 14:00:00","2019-6-14 15:00:00"
"644","3","73","73","2019-6-14 16:00:00","2019-6-14 17:00:00"
"645","10","73","73","2019-6-15 19:00:00","2019-6-15 20:00:00"
"646","8","73","73","2019-6-14 18:00:00","2019-6-14 19:00:00"
"647","10","73","73","2019-6-15 13:00:00","2019-6-15 14:00:00"
"648","10","73","73","2019-6-16 08:00:00","2019-6-16 09:00:00"
"649","10","73","73","2019-6-16 13:00:00","2019-6-16 14:00:00"
"650","10","73","73","2019-6-16 15:00:00","2019-6-16 16:00:00"
"651","3","73","73","2019-6-17 12:00:00","2019-6-17 13:00:00"
"652","2","73","73","2019-6-17 13:00:00","2019-6-17 14:00:00"
"653","9","73","73","2019-6-18 16:00:00","2019-6-18 17:00:00"
"654","3","73","73","2019-6-17 13:00:00","2019-6-17 14:00:00"
"656","2","73","73","2019-6-17 17:00:00","2019-6-17 18:00:00"
"657","10","73","73","2019-6-17 14:30:00","2019-6-17 15:30:00"
"658","3","73","73","2019-6-17 15:30:00","2019-6-17 16:30:00"
"659","2","73","73","2019-6-18 08:00:00","2019-6-18 09:00:00"
"660","2","73","73","2019-6-18 08:00:00","2019-6-18 09:00:00"
"661","10","73","73","2019-6-18 08:00:00","2019-6-18 09:00:00"
"662","2","73","73","2019-6-17 19:00:00","2019-6-17 20:00:00"
"663","3","73","73","2019-6-18 11:00:00","2019-6-18 12:00:00"
"664","3","73","73","2019-6-18 12:00:00","2019-6-18 13:00:00"
"666","3","73","73","2019-6-18 13:00:00","2019-6-18 14:00:00"
"667","10","73","73","2019-6-18 15:00:00","2019-6-18 16:00:00"
"668","2","73","73","2019-6-18 15:00:00","2019-6-18 16:00:00"
"669","10","73","73","2019-6-19 08:00:00","2019-6-19 09:00:00"
"671","2","73","73","2019-6-19 07:00:00","2019-6-19 08:00:00"
"672","3","73","73","2019-6-19 08:00:00","2019-6-19 09:00:00"
"673","3","73","73","2019-6-19 11:00:00","2019-6-19 12:00:00"
"674","9","73","73","2019-6-18 18:00:00","2019-6-18 19:00:00"
"675","3","73","73","2019-6-19 08:00:00","2019-6-19 09:00:00"
"676","8","73","73","2019-6-20 15:00:00","2019-6-20 16:00:00"
"677","3","73","73","2019-6-19 16:30:00","2019-6-19 17:30:00"
"678","10","73","73","2019-6-24 10:00:00","2019-6-24 11:00:00"
"679","2","73","73","2019-6-26 11:45:00","2019-6-26 12:45:00"
"680","3","73","73","2019-6-19 04:30:00","2019-6-19 05:30:00"
"681","8","73","73","2019-6-19 12:00:00","2019-6-19 13:00:00"
"682","3","73","73","2019-6-19 12:00:00","2019-6-19 13:00:00"
"683","8","73","73","2019-6-20 08:00:00","2019-6-20 09:00:00"
"684","10","73","73","2019-6-19 19:00:00","2019-6-19 20:00:00"
"685","10","73","73","2019-6-20 13:30:00","2019-6-20 14:30:00"
"686","10","73","73","2019-6-27 08:45:00","2019-6-27 09:45:00"
"687","8","73","73","2019-6-20 13:00:00","2019-6-20 14:00:00"
"688","2","73","73","2019-6-20 14:00:00","2019-6-20 15:00:00"
"689","9","73","73","2019-7-11 13:00:00","2019-7-11 14:00:00"
"690","10","73","73","2019-6-20 14:00:00","2019-6-20 15:00:00"
"691","10","73","73","2019-6-20 15:00:00","2019-6-20 16:00:00"
"692","10","73","73","2019-6-24 08:00:00","2019-6-24 09:00:00"
"693","10","73","73","2019-6-21 12:00:00","2019-6-21 13:00:00"
"694","10","73","73","2019-6-21 14:30:00","2019-6-21 15:30:00"
"695","10","73","73","2019-6-21 17:00:00","2019-6-21 19:00:00"
"696","10","73","73","2019-6-22 10:00:00","2019-6-22 11:00:00"
"697","10","73","73","2019-6-21 16:00:00","2019-6-21 17:00:00"
"698","10","73","73","2019-6-22 16:00:00","2019-6-22 17:00:00"
"699","2","73","73","2019-6-24 10:00:00","2019-6-24 11:00:00"
"700","2","73","73","2019-6-24 10:00:00","2019-6-24 11:00:00"
"701","2","73","73","2019-6-24 10:00:00","2019-6-24 11:00:00"
"704","2","73","73","2019-6-24 11:00:00","2019-6-24 12:00:00"
"705","2","73","73","2019-6-24 11:00:00","2019-6-24 12:00:00"
"706","1","73","73","2019-7-18 09:00:00","2019-7-18 10:00:00"
"707","10","73","73","2019-6-25 11:00:00","2019-6-25 12:00:00"
"708","2","73","73","2019-6-24 12:00:00","2019-6-24 13:00:00"
"709","10","73","73","2019-6-24 15:00:00","2019-6-24 16:00:00"
"710","10","73","73","2019-6-27 08:00:00","2019-6-27 09:00:00"
"711","2","73","73","2019-6-24 17:30:00","2019-6-24 18:30:00"
"712","10","73","73","2019-6-25 13:00:00","2019-6-25 14:00:00"
"713","9","73","73","2019-6-25 13:00:00","2019-6-25 14:00:00"
"714","10","73","73","2019-6-25 19:00:00","2019-6-25 20:00:00"
"715","2","73","73","2019-7-3 11:00:00","2019-7-3 12:00:00"
"716","2","73","73","2019-6-26 09:00:00","2019-6-26 10:00:00"
"717","2","73","73","2019-6-26 10:00:00","2019-6-26 11:00:00"
"718","10","73","73","2019-6-26 13:00:00","2019-6-26 14:00:00"
"719","3","73","73","2019-6-27 10:00:00","2019-6-27 11:00:00"
"720","10","73","73","2019-7-2 12:00:00","2019-7-2 13:00:00"
"721","10","73","73","2019-6-27 15:00:00","2019-6-27 16:00:00"
"722","10","73","73","2019-6-27 18:00:00","2019-6-27 19:00:00"
"723","10","73","73","2019-7-1 09:30:00","2019-7-1 10:30:00"
"724","8","73","73","2019-7-1 13:00:00","2019-7-1 14:00:00"
"725","10","73","73","2019-6-29 09:00:00","2019-6-29 10:00:00"
"726","10","73","73","2019-6-29 18:00:00","2019-6-29 19:00:00"
"727","2","73","73","2019-7-2 14:00:00","2019-7-2 15:00:00"
"728","3","73","73","2019-7-1 15:30:00","2019-7-1 16:30:00"
"729","10","73","73","2019-7-3 10:00:00","2019-7-3 11:00:00"
"730","9","73","73","2019-7-2 13:00:00","2019-7-2 14:00:00"
"731","10","73","73","2019-7-2 18:00:00","2019-7-2 19:00:00"
"732","3","73","73","2019-7-3 13:00:00","2019-7-3 14:00:00"
"733","10","73","73","2019-7-5 12:00:00","2019-7-5 13:00:00"
"734","10","73","73","2019-7-3 17:00:00","2019-7-3 18:00:00"
"735","3","73","73","2019-7-3 17:00:00","2019-7-3 18:00:00"
"736","3","73","73","2019-7-3 16:00:00","2019-7-3 17:00:00"
"737","2","73","73","2019-7-3 17:00:00","2019-7-3 18:00:00"
"738","8","73","73","2019-7-10 09:00:00","2019-7-10 10:00:00"
"739","10","73","73","2019-7-17 07:45:00","2019-7-17 08:45:00"
"740","10","73","73","2019-7-5 17:00:00","2019-7-5 18:00:00"
"741","10","73","73","2019-7-6 11:00:00","2019-7-6 12:00:00"
"742","14","73","73","2019-7-17 07:19:00","2019-7-17 08:19:00"
"743","10","73","73","2019-7-8 11:00:00","2019-7-8 12:00:00"
"744","10","73","73","2019-7-8 17:00:00","2019-7-8 18:00:00"
"746","2","73","73","2019-7-25 13:00:00","2019-7-25 14:00:00"
"747","9","73","73","2019-7-9 08:00:00","2019-7-9 09:00:00"
"748","10","73","73","2019-7-9 11:30:00","2019-7-9 12:30:00"
"749","8","73","73","2019-7-9 10:00:00","2019-7-9 11:00:00"
"750","1","73","73","2019-7-12 09:00:00","2019-7-12 10:00:00"
"751","10","73","73","2019-7-9 17:00:00","2019-7-9 18:00:00"
"752","10","73","73","2019-7-10 08:00:00","2019-7-10 09:00:00"
"753","10","73","73","2019-7-10 14:00:00","2019-7-10 15:00:00"
"754","2","73","73","2019-7-9 21:00:00","2019-7-9 22:00:00"
"755","10","73","73","2019-7-10 10:00:00","2019-7-10 11:00:00"
"756","2","73","73","2019-7-10 10:00:00","2019-7-10 11:00:00"
"776","10","73","73","2019-7-10 16:00:00","2019-7-10 17:00:00"
"780","10","73","73","2019-7-11 07:30:00","2019-7-11 08:30:00"
"788","2","73","73","2019-7-11 08:30:00","2019-7-11 09:00:00"
"792","10","73","73","2019-7-11 13:00:00","2019-7-11 14:00:00"
"794","2","73","73","2019-7-11 10:00:00","2019-7-11 11:00:00"
"795","2","73","73","2019-7-11 10:00:00","2019-7-11 11:00:00"
"796","1","73","73","2019-7-11 09:00:00","2019-7-11 09:30:00"
"798","1","73","73","2019-7-11 11:00:00","2019-7-11 11:30:00"
"799","10","73","73","2019-7-11 16:00:00","2019-7-11 17:00:00"
"801","1","73","73","2019-7-11 10:00:00","2019-7-11 10:30:00"
"802","1","73","73","2019-7-11 12:00:00","2019-7-11 12:30:00"
"804","1","73","73","2019-7-11 13:00:00","2019-7-11 13:30:00"
"805","1","73","73","2019-7-11 14:00:00","2019-7-11 14:30:00"
"821","2","73","73","2019-7-11 18:00:00","2019-7-11 19:00:00"
"825","1","73","73","2019-7-12 08:30:00","2019-7-12 09:00:00"
"826","1","73","73","2019-7-12 09:00:00","2019-7-12 10:00:00"
"827","1","73","73","2019-7-12 15:00:00","2019-7-12 16:00:00"
"828","1","73","73","2019-7-16 08:00:00","2019-7-16 09:00:00"
"829","1","73","73","2019-7-12 13:30:00","2019-7-12 14:30:00"
"830","1","73","73","2019-7-13 14:00:00","2019-7-13 15:00:00"
"831","3","73","73","2019-7-14 08:00:00","2019-7-14 09:00:00"
"832","2","73","73","2019-7-14 08:00:00","2019-7-14 09:00:00"
"833","2","73","73","2019-7-14 09:30:00","2019-7-14 10:00:00"
"836","3","73","73","2019-7-14 14:00:00","2019-7-14 15:00:00"
"837","2","73","73","2019-7-14 18:00:00","2019-7-14 19:00:00"
"838","2","73","73","2019-7-14 18:30:00","2019-7-14 19:30:00"
"839","2","73","73","2019-7-15 12:00:00","2019-7-15 13:00:00"
"840","14","73","73","2019-7-15 12:00:00","2019-7-15 13:00:00"
"842","3","73","73","2019-7-15 12:00:00","2019-7-15 12:30:00"
"843","1","73","73","2019-7-19 15:00:00","2019-7-19 16:00:00"
"844","3","73","73","2019-7-15 14:00:00","2019-7-15 15:00:00"
"845","14","73","73","2019-7-15 16:30:00","2019-7-15 17:30:00"
"846","2","73","73","2019-7-15 14:30:00","2019-7-15 15:30:00"
"847","1","73","73","2019-7-16 11:00:00","2019-7-16 12:00:00"
"848","2","73","73","2019-7-16 08:00:00","2019-7-16 09:00:00"
"851","3","73","73","2019-7-15 16:00:00","2019-7-15 17:00:00"
"852","14","73","73","2019-7-16 12:30:00","2019-7-16 13:30:00"
"853","1","73","73","2019-7-19 09:00:00","2019-7-19 10:00:00"
"854","1","73","73","2019-7-16 18:00:00","2019-7-16 19:00:00"
"855","14","73","73","2019-7-16 16:00:00","2019-7-16 17:00:00"
"856","2","73","73","2019-7-16 17:30:00","2019-7-16 18:30:00"
"857","2","73","73","2019-7-18 07:00:00","2019-7-18 08:00:00"
"858","1","73","73","2019-7-17 13:00:00","2019-7-17 14:00:00"
"859","10","73","73","2019-7-23 08:30:00","2019-7-23 09:30:00"
"860","1","73","73","2019-7-17 16:00:00","2019-7-17 17:00:00"
"861","1","73","73","2019-7-18 11:00:00","2019-7-18 12:00:00"
"862","2","73","73","2019-7-18 13:00:00","2019-7-18 14:00:00"
"863","2","73","73","2019-7-19 10:00:00","2019-7-19 11:00:00"
"864","14","73","73","2019-7-19 08:30:00","2019-7-19 09:30:00"
"865","2","73","73","2019-7-25 13:00:00","2019-7-25 14:00:00"
"866","14","73","73","2019-7-19 14:00:00","2019-7-19 15:00:00"
"867","3","73","73","2019-7-20 10:00:00","2019-7-20 11:00:00"
"868","1","73","73","2019-7-19 12:00:00","2019-7-19 13:00:00"
"869","1","73","73","2019-7-20 08:30:00","2019-7-20 09:30:00"
"870","1","73","73","2019-7-19 17:00:00","2019-7-19 18:00:00"
"871","10","73","73","2019-7-22 15:30:00","2019-7-22 16:30:00"
"872","9","73","73","2019-7-20 09:00:00","2019-7-20 10:00:00"
"873","14","73","73","2019-7-20 14:00:00","2019-7-20 15:00:00"
"874","1","73","73","2019-7-20 12:00:00","2019-7-20 13:00:00"
"875","3","73","73","2019-7-22 12:00:00","2019-7-22 13:00:00"
"876","3","73","73","2019-7-21 18:00:00","2019-7-21 19:00:00"
"877","8","73","73","2019-7-22 12:00:00","2019-7-22 13:00:00"
"878","3","73","73","2019-7-22 19:00:00","2019-7-22 20:00:00"
"879","3","73","73","2019-7-22 17:00:00","2019-7-22 18:00:00"
"880","2","73","73","2019-7-25 12:00:00","2019-7-25 13:00:00"
"881","10","73","73","2019-7-23 11:30:00","2019-7-23 12:30:00"
"882","3","73","73","2019-7-26 13:00:00","2019-7-26 14:00:00"
"883","9","73","73","2019-7-24 11:30:00","2019-7-24 12:30:00"
"884","10","73","73","2019-7-24 09:30:00","2019-7-24 10:30:00"
"885","10","73","73","2019-7-24 11:00:00","2019-7-24 12:00:00"
"886","2","73","73","2019-7-24 12:00:00","2019-7-24 13:00:00"
"887","10","73","73","2019-7-26 14:00:00","2019-7-26 15:00:00"
"888","3","73","73","2019-7-25 11:00:00","2019-7-25 12:00:00"
"889","10","73","73","2019-7-30 12:00:00","2019-7-30 13:00:00"
"890","3","73","73","2019-7-25 11:00:00","2019-7-25 12:00:00"
"891","3","73","73","2019-7-25 16:00:00","2019-7-25 17:00:00"
"892","2","73","73","2019-7-25 19:00:00","2019-7-25 20:00:00"
"893","3","73","73","2019-7-25 18:00:00","2019-7-25 19:00:00"
"894","2","73","73","2019-7-25 17:15:00","2019-7-25 18:15:00"
"895","10","73","73","2019-7-26 08:00:00","2019-7-26 09:00:00"
"896","8","73","73","2019-7-31 15:00:00","2019-7-31 16:00:00"
"897","8","73","73","2019-7-26 13:00:00","2019-7-26 14:00:00"
"898","3","73","73","2019-7-26 17:00:00","2019-7-26 18:00:00"
"899","3","73","73","2019-7-26 18:00:00","2019-7-26 19:00:00"
"900","3","73","73","2019-7-27 10:00:00","2019-7-27 11:00:00"
"901","10","73","73","2019-7-27 10:00:00","2019-7-27 11:00:00"
"902","10","73","73","2019-7-26 16:30:00","2019-7-26 17:30:00"
"903","10","73","73","2019-7-26 14:30:00","2019-7-26 15:30:00"
"904","9","73","73","2019-8-5 12:30:00","2019-8-5 13:30:00"
"905","3","73","73","2019-7-29 11:00:00","2019-7-29 12:00:00"
"909","3","73","73","2019-7-27 13:00:00","2019-7-27 14:00:00"
"910","8","73","73","2019-7-26 21:00:00","2019-7-26 22:00:00"
"911","3","73","73","2019-7-27 12:00:00","2019-7-27 13:00:00"
"912","10","73","73","2019-7-27 13:00:00","2019-7-27 14:00:00"
"913","10","73","73","2019-7-29 14:00:00","2019-7-29 15:00:00"
"914","10","73","73","2019-7-29 10:30:00","2019-7-29 11:30:00"
"915","3","73","73","2019-7-29 16:00:00","2019-7-29 17:00:00"
"916","3","73","73","2019-7-29 18:30:00","2019-7-29 19:30:00"
"917","10","73","73","2019-7-31 10:00:00","2019-7-31 11:00:00"
"918","2","73","73","2019-7-31 09:00:00","2019-7-31 10:00:00"
"921","8","73","73","2019-7-30 12:00:00","2019-7-30 13:00:00"
"922","3","73","73","2019-8-1 13:00:00","2019-8-1 14:00:00"
"923","10","73","73","2019-7-30 17:00:00","2019-7-30 18:00:00"
"924","9","73","73","2019-7-31 07:30:00","2019-7-31 08:30:00"
"925","2","73","73","2019-7-31 11:00:00","2019-7-31 12:00:00"
"926","2","73","73","2019-7-31 10:30:00","2019-7-31 11:30:00"
"927","10","73","73","2019-7-31 12:00:00","2019-7-31 13:00:00"
"928","2","73","73","2019-7-31 15:00:00","2019-7-31 16:00:00"
"929","2","73","73","2019-7-31 18:00:00","2019-7-31 19:00:00"
"930","10","73","73","2019-8-1 09:00:00","2019-8-1 10:00:00"
"931","2","73","73","2019-8-1 13:00:00","2019-8-1 14:00:00"
"932","2","73","73","2019-8-1 15:00:00","2019-8-1 16:00:00"
"934","3","73","73","2019-8-1 18:00:00","2019-8-1 19:00:00"
"935","3","73","73","2019-8-1 21:00:00","2019-8-1 22:00:00"
"936","2","73","73","2019-8-2 15:00:00","2019-8-2 16:00:00"
"937","10","73","73","2019-8-2 18:00:00","2019-8-2 19:00:00"
"938","10","73","73","2019-8-2 15:00:00","2019-8-2 16:00:00"
"939","10","73","73","2019-8-5 09:00:00","2019-8-5 10:00:00"
"940","10","73","73","2019-8-3 10:00:00","2019-8-3 11:00:00"
"941","2","73","73","2019-8-2 16:00:00","2019-8-2 17:00:00"
"942","10","73","73","2019-8-3 12:00:00","2019-8-3 13:00:00"
"943","10","73","73","2019-8-3 13:00:00","2019-8-3 14:00:00"
"944","3","73","73","2019-8-3 13:00:00","2019-8-3 14:00:00"
"945","10","73","73","2019-8-3 19:00:00","2019-8-3 20:00:00"
"946","10","73","73","2019-8-4 16:00:00","2019-8-4 17:00:00"
"947","9","73","73","2019-8-5 03:00:00","2019-8-5 04:00:00"
"948","2","73","73","2019-8-6 08:00:00","2019-8-6 09:00:00"
"949","2","73","73","2019-8-6 15:00:00","2019-8-6 16:00:00"
"952","2","73","73","2019-8-5 18:00:00","2019-8-5 19:00:00"
"953","2","73","73","2019-8-6 10:00:00","2019-8-6 11:00:00"
"954","2","73","73","2019-8-6 16:30:00","2019-8-6 17:30:00"
"955","2","73","73","2019-8-6 11:30:00","2019-8-6 12:30:00"
"956","10","73","73","2019-8-6 15:00:00","2019-8-6 16:00:00"
"957","3","73","73","2019-8-6 12:00:00","2019-8-6 13:00:00"
"958","2","73","73","2019-8-6 18:00:00","2019-8-6 19:00:00"
"959","3","73","73","2019-8-6 16:00:00","2019-8-6 17:00:00"
"960","3","73","73","2019-8-6 18:30:00","2019-8-6 19:30:00"
"961","10","73","73","2019-8-7 08:00:00","2019-8-7 09:00:00"
"962","3","73","73","2019-8-8 09:00:00","2019-8-8 10:00:00"
"963","10","73","73","2019-8-7 09:00:00","2019-8-7 10:00:00"
"964","3","73","73","2019-8-7 09:00:00","2019-8-7 10:00:00"
"965","10","73","73","2019-8-6 20:00:00","2019-8-6 21:00:00"
"967","2","73","73","2019-8-7 14:00:00","2019-8-7 15:00:00"
"968","3","73","73","2019-8-8 16:00:00","2019-8-8 17:00:00"
"970","3","73","73","2019-8-7 11:00:00","2019-8-7 12:00:00"
"973","3","73","73","2019-8-7 13:00:00","2019-8-7 14:00:00"
"974","10","73","73","2019-8-7 14:00:00","2019-8-7 15:00:00"
